id,identifier,category_id,cost,fling_power,fling_effect_id,name,short_effect,effect
115,flame-mail,25,50,,,Flame Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail."
116,bubble-mail,25,50,,,Bubble Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail."
117,bloom-mail,25,50,,,Bloom Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail."
118,tunnel-mail,25,50,,,Tunnel Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail."
119,steel-mail,25,50,,,Steel Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail."
120,heart-mail,25,50,,,Heart Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail."
121,snow-mail,25,50,,,Snow Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail."
122,space-mail,25,50,,,Space Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail."
123,air-mail,25,50,,,Air Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail."
124,mosaic-mail,25,50,,,Mosaic Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail."
125,brick-mail,25,50,,,Brick Mail,Lets a Trainer write a message and send it via Pokémon trade.,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer's PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail."
126,cheri-berry,3,80,10,3,Cheri Berry,Held: Consumed when paralyzed to cure paralysis.,"Held in battle
:   When the holder is [paralyzed]{mechanic:paralysis}, it consumes this item to cure the paralysis.

Used on a party Pokémon
:   Cures [paralysis]{mechanic:paralysis}."
127,chesto-berry,3,80,10,3,Chesto Berry,Held: Consumed when asleep to cure sleep.,"Held in battle
:   When the holder is [asleep]{mechanic:sleep}, it consumes this item to wake up.

Used on a party Pokémon
:   Cures [sleep]{mechanic:sleep}."
128,pecha-berry,3,80,10,3,Pecha Berry,Held: Consumed when poisoned to cure poison.,"Held in battle
:   When the holder is [poisoned]{mechanic:poison}, it consumes this item to cure the poison.

Used on a party Pokémon
:   Cures [poison]{mechanic:poison}."
129,rawst-berry,3,80,10,3,Rawst Berry,Held: Consumed when burned to cure a burn.,"Held in battle
:   When the holder is [burned]{mechanic:burn}, it consumes this item to cure the burn.

Used on a party Pokémon
:   Cures a [burn]{mechanic:burn}."
130,aspear-berry,3,80,10,3,Aspear Berry,Held: Consumed when frozen to cure frozen.,"Held in battle
:   When the holder is [frozen]{mechanic:freezing}, it consumes this item to thaw itself.

Used on a party Pokémon
:   Cures [freezing]{mechanic:freezing}."
131,leppa-berry,3,80,10,3,Leppa Berry,Held: Consumed when a move runs out of PP to restore its PP by 10.,"Held in battle
:   When the holder is out of [PP]{mechanic:pp} for one of its moves, it consumes this item to restore 10 of that move's PP.

Used on a party Pokémon
:   Restores 10 [PP]{mechanic:pp} for a selected move."
132,oran-berry,3,80,10,3,Oran Berry,Held: Consumed at 1/2 max HP to recover 10 HP.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 10 HP.

Used on a party Pokémon
:   Restores 10 [HP]{mechanic:hp}."
133,persim-berry,3,80,10,3,Persim Berry,Held: Consumed when confused to cure confusion.,"Held in battle
:   When the holder is [confused]{mechanic:confusion}, it consumes this item to cure the confusion.

Used on a party Pokémon
:   Cures [confusion]{mechanic:confusion}."
134,lum-berry,3,80,10,3,Lum Berry,Held: Consumed to cure any status condition or confusion.,"Held in battle
:   When the holder is afflicted with a [major status ailment]{mechanic:major-status-ailment}, it consumes this item to cure the ailment.

Used on a party Pokémon
:   Cures any [major status ailment]{mechanic:major-status-ailment}."
135,sitrus-berry,3,80,10,3,Sitrus Berry,Held: Consumed at 1/2 max HP to recover 1/4 max HP.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 1/4 its max HP.

Used on a party Pokémon
:   Restores 1/4 the Pokémon's max [HP]{mechanic:hp}."
136,figy-berry,6,80,10,3,Figy Berry,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike spicy flavor.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes spicy flavors (i.e., has a nature that lowers [Attack]{mechanic:attack}), it will also become [confused]{mechanic:confusion}."
137,wiki-berry,6,80,10,3,Wiki Berry,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike dry flavor.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes dry flavors (i.e., has a nature that lowers [Special Attack]{mechanic:special-attack}), it will also become [confused]{mechanic:confusion}."
138,mago-berry,6,80,10,3,Mago Berry,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike sweet flavor.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes sweet flavors (i.e., has a nature that lowers [Speed]{mechanic:speed}), it will also become [confused]{mechanic:confusion}."
139,aguav-berry,6,80,10,3,Aguav Berry,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike bitter flavor.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes bitter flavors (i.e., has a nature that lowers [Special Defense]{mechanic:special-defense}), it will also become [confused]{mechanic:confusion}."
140,iapapa-berry,6,80,10,3,Iapapa Berry,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike sour flavor.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes sour flavors (i.e., has a nature that lowers [Defense]{mechanic:defense}), it will also become [confused]{mechanic:confusion}."
141,razz-berry,8,200,10,,Razz Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
142,bluk-berry,8,20,10,,Bluk Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
143,nanab-berry,8,200,10,,Nanab Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
144,wepear-berry,8,20,10,,Wepear Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
145,pinap-berry,8,200,10,,Pinap Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
146,pomeg-berry,2,80,10,,Pomeg Berry,Drops HP Effort Values by 10 and raises happiness.,"Used on a party Pokémon
:   Increases [happiness]{mechanic:happiness} by 10/5/2.  Lowers [HP]{mechanic:hp} [effort]{mechanic:effort} by 10."
147,kelpsy-berry,2,80,10,,Kelpsy Berry,Drops Attack Effort Values by 10 and raises happiness.,"Used on a party Pokémon
:   Increases [happiness]{mechanic:happiness} by 10/5/2.  Lowers [Attack]{mechanic:attack} [effort]{mechanic:effort} by 10."
148,qualot-berry,2,80,10,,Qualot Berry,Drops Defense Effort Values by 10 and raises happiness.,"Used on a party Pokémon
:   Increases [happiness]{mechanic:happiness} by 10/5/2.  Lowers [Defense]{mechanic:defense} [effort]{mechanic:effort} by 10."
149,hondew-berry,2,80,10,,Hondew Berry,Drops Special Attack Effort Values by 10 and raises happiness.,"Used on a party Pokémon
:   Increases [happiness]{mechanic:happiness} by 10/5/2.  Lowers [Special Attack]{mechanic:special-attack} [effort]{mechanic:effort} by 10."
150,grepa-berry,2,80,10,,Grepa Berry,Drops Special Defense Effort Values by 10 and raises happiness.,"Used on a party Pokémon
:   Increases [happiness]{mechanic:happiness} by 10/5/2.  Lowers [Special Defense]{mechanic:special-defense} [effort]{mechanic:effort} by 10."
151,tamato-berry,2,80,10,,Tamato Berry,Drops Speed Effort Values by 10 and raises happiness.,"Used on a party Pokémon
:   Increases [happiness]{mechanic:happiness} by 10/5/2.  Lowers [Speed]{mechanic:speed} [effort]{mechanic:effort} by 10."
152,cornn-berry,8,20,10,,Cornn Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
153,magost-berry,8,20,10,,Magost Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
154,rabuta-berry,8,20,10,,Rabuta Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
155,nomel-berry,8,20,10,,Nomel Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
156,spelon-berry,8,20,10,,Spelon Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
157,pamtre-berry,8,20,10,,Pamtre Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
158,watmel-berry,8,20,10,,Watmel Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
159,durin-berry,8,20,10,,Durin Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
160,belue-berry,8,20,10,,Belue Berry,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
161,occa-berry,7,80,10,,Occa Berry,Held: Consumed when struck by a super-effective Fire-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:fire}-type damage, it consumes this item to halve the amount of damage taken."
162,passho-berry,7,80,10,,Passho Berry,Held: Consumed when struck by a super-effective Water-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:water}-type damage, it consumes this item to halve the amount of damage taken."
163,wacan-berry,7,80,10,,Wacan Berry,Held: Consumed when struck by a super-effective Electric-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:electric}-type damage, it consumes this item to halve the amount of damage taken."
164,rindo-berry,7,80,10,,Rindo Berry,Held: Consumed when struck by a super-effective Grass-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:grass}-type damage, it consumes this item to halve the amount of damage taken."
165,yache-berry,7,80,10,,Yache Berry,Held: Consumed when struck by a super-effective Ice-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:ice}-type damage, it consumes this item to halve the amount of damage taken."
